533354612,1430842330,40.6168055555556,81.9277222222222,10,0,0,1,0,0,0
533354658,1430883730,72.1693333333333,-110.5015,10,0,0,8,0,0,0
1882802768,1432919531,-25.0574722222222,79.4584722222222,10,0,0,2,0,0,0
1882802688,1432847531,-34.3211944444444,-170.290722222222,10,0,0,3,0,0,0
684977460,1432271530,-25.3094722222222,-100.913138888889,10,0,0,3,0,0,0
684977440,1432199568,-36.4421111111111,8.66219444444445,10,47,0,249,0,0,0
157971071,1431484930,66.2936666666667,-87.4738055555556,10,2,0,2,0,0,0
157971091,1431502930,78.5885277777778,83.8550277777778,10,0,0,3,0,0,0
1119670749,1430136751,81.3084166666667,42.6706666666667,10,49,0,181,0,0,0
1119670791,1430174551,-79.2643333333333,120.239722222222,10,36,0,206,0,0,0
1719499474,1429371746,74.9384722222222,62.5322777777778,10,5350,380,10120,50,1170,0
1719499534,1429425747,12.2724722222222,52.5141111111111,10,5350,380,10120,50,1170,0
1783969453,1433527930,52.293,49.9530277777778,10,0,0,2,0,0,0
1783969459,1433533330,25.7795,34.3479722222222,10,0,0,7,0,0,0
1195748576,1434309131,-11.8100277777778,48.1820833333333,10,0,0,0,0,0,0
1195748496,1434237130,-47.3237222222222,157.201861111111,10,0,0,0,0,0,0
61258791,1434917530,65.6359444444445,12.8752222222222,10,0,0,0,0,0,0
61258927,1435039930,54.394,-129.948305555556,10,0,0,0,0,0,0
