61259039,1435646530,23.0159722222222,-128.765361111111,228.0,0.1.3,3,76,1,437,0,0,0
61259041,1435648330,44.9861111111111,55.7673333333333,203.0,0.1.3,3,50,0,344,0,0,0
61259043,1435650134,-64.4124444444445,21.9201944444444,234.0,0.1.3,3,204638,1076,223106,532,71,9091
61259045,1435651930,-3.65416666666667,-147.142916666667,210.0,0.1.3,3,14,0,448,0,0,0
61259047,1435653734,70.5635555555556,49.4275833333333,217.0,0.1.3,3,121584,437,142037,152,14,2064
61259049,1435655534,-38.2730277777778,10.64325,201.0,0.1.3,3,101373,614,126191,518,40,7573
61259051,1435657330,-30.2853611111111,-165.251611111111,237.0,0.1.3,3,36,0,550,0,0,0
61259053,1435659130,77.2454444444444,141.817611111111,236.0,0.1.3,3,246,1,663,0,0,2
61259055,1435660930,-11.3913611111111,-6.87258333333333,238.0,0.1.3,3,37293,196,59849,43,2,85
61259057,1435662734,-56.3985833333333,-179.906166666667,221.0,0.1.3,3,112911,821,118241,547,47,8945
61259059,1435664534,52.7554166666667,148.659944444444,234.0,0.1.3,3,201184,1296,211305,740,96,12705
61259061,1435666330,15.3376944444444,-25.3604166666667,237.0,0.1.3,3,292,0,679,0,0,0
61259063,1435668130,-80.0096388888889,-158.590138888889,232.0,0.1.3,3,208,2,743,1,0,1
61259065,1435669930,26.0326388888889,133.212611111111,231.0,0.1.3,3,63,0,498,0,0,0
61259067,1435671730,41.98475,-42.5647222222222,220.0,0.1.3,3,61,0,443,0,0,0
61259069,1435673534,-67.2670833333333,-78.2268333333333,118.0,0.1.3,3,115231,1060,117341,1070,82,15630
61259071,1435675330,0.632722222222222,114.927333333333,213.0,0.1.3,3,14,0,430,0,0,0
61259073,1435677130,67.9981944444445,-51.32625,238.0,0.1.3,3,75297,111,105428,26,1,269
61259075,1435678930,-41.0340277777778,-87.5152222222222,238.0,0.1.3,3,372,0,4718,0,0,0
61259077,1435680730,-27.2753333333333,96.6853888888889,197.0,0.1.3,3,42,0,430,0,0,0
61259079,1435682530,79.3583055555555,33.3501944444444,209.0,0.1.3,3,161,0,505,0,0,2
61259081,1435684330,-14.4186388888889,-104.826222222222,223.0,0.1.3,3,52,0,565,0,0,0
61259083,1435686133,-53.5061111111111,81.2921944444445,230.0,0.1.3,3,2054,1,5349,1,0,0
61259085,1435687930,55.4792777777778,49.9996388888889,229.0,0.1.3,3,25099,87,31227,42,10,841
61259087,1435689730,12.3086388888889,-123.317944444444,209.0,0.1.3,3,22,0,423,0,0,0
61259089,1435691530,-78.0713333333333,91.4494722222222,229.0,0.1.3,3,179,0,702,0,0,0
61259091,1435693330,29.0478611111111,35.1620555555556,231.0,0.1.3,3,58,0,486,0,0,0
61259093,1435695130,38.97725,-140.820472222222,231.0,0.1.3,3,56,1,499,0,0,0
61259095,1435696930,-69.84275,-178.763083333333,223.0,0.1.3,3,178,1,702,0,0,0
61259097,1435698730,2.38936111111111,16.9980277777778,204.0,0.1.3,3,28,0,427,0,0,0
61259099,1435700534,64.9163055555556,-151.85925,231.0,0.1.3,3,16605,17,27535,2,1,9
61259101,1435702334,-44.2735833333333,174.093694444444,229.0,0.1.3,3,62560,69,86798,20,1,137
61259103,1435704133,-24.0802222222222,-1.39194444444444,218.0,0.1.3,3,1351,6,2121,0,0,0
61259105,1435705930,80.9219444444445,-79.59875,233.0,0.1.3,3,208,3,855,1,0,1
61259107,1435707730,-17.4450555555556,157.207222222222,215.0,0.1.3,3,69,0,548,0,0,0
61259109,1435709534,-50.4807777777778,-17.393,234.0,0.1.3,3,76626,554,156669,87,1,256
61259111,1435711330,58.4276111111111,-48.9844722222222,209.0,0.1.3,3,200,1,617,0,0,2
61259113,1435713130,9.2785,138.735305555556,209.0,0.1.3,3,21,0,403,0,0,0
61259115,1435714934,-75.5428333333333,-15.3873611111111,48.0,0.1.3,3,1629,10,3931,4,0,212
61259117,1435716730,32.0611944444444,-62.9226944444445,238.0,0.1.3,3,86637,686,87392,475,47,8101
61259119,1435718530,35.9645833333333,120.986583333333,208.0,0.1.3,3,29,0,394,0,0,0
61259121,1435720330,-72.5663611111111,79.4458611111111,212.0,0.1.3,3,134,0,630,0,0,0
61259123,1435722130,5.41188888888889,-80.9333333333333,230.0,0.1.3,3,54,0,522,0,0,0
61259125,1435723934,62.0199722222222,108.415722222222,230.0,0.1.3,3,4325,2,9687,0,0,0
61259127,1435725734,-47.2645277777778,75.6937777777778,217.0,0.1.3,3,104391,376,120582,136,15,1792
61259129,1435727530,-21.2474444444444,-99.3544166666667,212.0,0.1.3,3,72,0,474,0,0,0
61259131,1435729330,81.6222222222222,163.159944444444,238.0,0.1.3,3,5514,3,8831,0,0,3
61259133,1435731130,-20.4703333333333,59.2243888888889,208.0,0.1.3,3,84,1,496,0,0,0
61259135,1435732930,-47.7448055555556,-115.81475,214.0,0.1.3,3,53,0,583,1,0,0
61259137,1435734734,61.5910833333333,-148.416361111111,216.0,0.1.3,3,11232,20,14917,6,0,57
61259139,1435736530,6.2475,40.7963888888889,200.0,0.1.3,3,43,0,397,0,0,0
61259147,1435743733,-75.3166944444444,-24.2657777777778,220.0,0.1.3,3,40477,116,48795,48,4,571
61259149,1435745530,8.43469444444444,-178.869277777778,203.0,0.1.3,3,32,0,423,0,0,0
61259151,1435747331,59.2708055555556,9.19691666666667,209.0,0.1.3,3,94,0,477,0,0,0
61259153,1435749133,-50.18725,-22.7896388888889,157.0,0.1.3,3,111790,783,132240,602,59,9124
61259155,1435750930,-18.23025,162.659222222222,203.0,0.1.3,3,20,0,452,0,0,0
61259157,1435752730,81.2486111111111,45.1501944444444,238.0,0.1.3,3,930,0,1805,0,0,1
61259159,1435754533,-23.6769444444444,-38.8230833333333,235.0,0.1.3,3,173683,1422,219312,398,15,2601
61259161,1435756330,-44.7604166666667,145.770833333333,221.0,0.1.3,3,125,0,995,0,0,1
61259163,1435758133,64.4314722222222,111.978888888889,234.0,0.1.3,3,10156,21,13876,9,2,160
61259165,1435759930,3.21591666666667,-57.1373055555556,238.0,0.1.3,3,22058,155,21279,25,0,101
109883435,1465312330,52.8678888888889,-43.0992222222222,63.0,0,1,32,0,8,0,0,0
109883439,1465313554,-21.675,-62.6823333333333,75.0,0.1.3,3,12553,997,7712,210,28,1427
109883441,1465314131,-56.5620277777778,-74.5596944444444,59.0,0,1,26,0,157,0,0,0
109883443,1465314730,-80.5919722222222,177.827916666667,69.0,0,1,21,0,17,1,0,0
109883445,1465315354,-46.5473055555556,122.04375,56.0,0.1.3,3,7128,166,3581,17,5,433
